product_id ,precio_actual ,precio_anterior ,Tipo de pantalla           ,Tipo de procesador     ,Ano del modelo ,Memoria RAM ,Tecnologia de pantalla                          ,Sistema operativo            ,Capacidad de la memoria flash instalada ,Fabricante                              ,Coprocesador grafico ,Resolucion maxima               ,Numero de procesadores ,Velocidad del procesador ,Frecuencia de actualizacion ,Marca     ,Capacidad de almacenamiento digital ,Capacidad de la memoria ,Capacidad de la memoria RAM instalada ,Tecnologia GSM ,Dimensiones del producto            ,Relacion de aspecto ,Tamano de la pantalla
B09MJR5TDJ ,"468,.00 "    ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CW91V2LM ,"199,.99 "    ,"199,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 13.0                 ,8 GB                                    ,Blackview Smartphone Color8(8+256) Blue ,                     ,720x1600                        ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Blackview ,8 GB                                ,256 GB                  ,                                      ,4G             ,"16,1 x 7,7 x 1,5 cm; 300 g"        ,16:9                ,"6,75 Pulgadas"
B0DG6DR296 ,"134,.99 "    ,"169,90"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B08QXQK357 ,"389,.00 "    ,"399,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,15 x 7,56 x 0,78 cm; 304 g"     ,16:9                ,"6,67 Pulgadas"
B09MJTK6HR ,"486,.77 "    ,No disponible   ,xdr                        ,Snapdragon             ,          2024 ,128         ,OLED                                            ,iOS 15                       ,128 Modificador desconocido             ,Apple                                   ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Apple     ,128 GB                              ,128 GB                  ,                                      ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,1 Pulgadas"
B0CN11GSWM ,"89,.99 "     ,"199,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,Android 13.0                 ,8 GB                                    ,DOOGEE                                  ,                     ,720x1600                        ,                     8 ,1.6E+3 MHz               ,90 Hz                       ,DOOGEE    ,                                    ,256 GB                  ,                                      ,4G             ,"7,62 x 0,91 x 16,58 cm; 193 g"     ,16:9                ,"6,52 Pulgadas"
B0CPXXKH23 ,"179,.85 "    ,"999,99 "       ,LCD                        ,Snapdragon             ,          2024 ,12 GB       ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,1 x 7,49 x 0,79 cm; 500 g"      ,16:9                ,"6,67 Pulgadas"
B09YVLRX8D ,"18,.98 "     ,"21,90"         ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LED                                             ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"11,2 x 1,4 x 4,5 cm; 74 g"         ,16:9                ,"6,67 Pulgadas"
B0CNQ89WJN ,"899,.00 "    ,"999,00"        ,LCD                        ,Snapdragon             ,          2024 ,256         ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0C6F9Y43N ,"126,.00 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,2           ,LCD                                             ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0BS1LS9M3 ,"62,.89 "     ,"16,99"         ,AMOLED                     ,Snapdragon             ,          2020 ,4 GB        ,LCD                                             ,Android                      ,64 GB                                   ,Samsung                                 ,                     ,1080x2400                       ,                     8 ,"2,3 GHz"                ,90 Hz                       ,SAMSUNG   ,64 GB                               ,4 GB                    ,4 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,5 Pulgadas"
B0CWS3RM89 ,"83,.50 "     ,"87,89"         ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0CQ28QJNS ,"189,.99 "    ,"199,99"        ,LCD                        ,Snapdragon             ,          2024 ,12 GB       ,                                                ,Android 13.0                 ,256 GB                                  ,CUBOT                                   ,                     ,720x1600                        ,                     8 ,"1,8 GHz"                ,90 Hz                       ,CUBOT     ,256 GB                              ,256 GB                  ,12 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,52 Pulgadas"
B0CBSCBNR7 ,"185,.19 "    ,"999,99 "       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,"AMOLED, OLED"                                  ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16 x 7,32 x 0,79 cm; 183,5 g"      ,16:9                ,"6,67 Pulgadas"
B0CWS285P6 ,"89,.90 "     ,"87,00"         ,LCD                        ,Snapdragon             ,          2024 ,4 GB        ,                                                ,Android                      ,128 GB                                  ,Xiaomi                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,128 GB                              ,4 GB                    ,4 GB                                  ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,74 Pulgadas"
B0DG64KMM6 ,"134,.99 "    ,"169,90"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0CYGJJHFW ,"57,.99 "     ,"59,99"         ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 9.0                  ,1 GB                                    ,Reno4                                   ,                     ,1280x720                        ,                     8 ,"1,6 GHz"                ,90 Hz                       ,WRTogo    ,16 GB                               ,16 GB                   ,1 GB                                  ,2G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,5 Pulgadas
B0B786BT7Z ,"90,.00 "     ,"109,11"        ,LCD                        ,Snapdragon             ,          2024 ,64 GB       ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"0,8 x 7,6 x 16,3 cm; 500 g"        ,16:9                ,"6,67 Pulgadas"
B0CVQL4VY3 ,"269,.00 "    ,"379,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,Super AMOLED                                    ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B08PCD77DV ,"245,.00 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,128 GB      ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"14,97 x 8,23 x 2,83 cm; 229 g"     ,16:9                ,"6,67 Pulgadas"
B0DNJZBNRD ,"179,.00 "    ,"199,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DG2XNT7N ,"119,.99 "    ,"239,99 "       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,128 GB                                  ,OUKITEL                                 ,                     ,1280 x 576                      ,                     8 ,"1,6 GHz"                ,60 Hz                       ,OUKITEL   ,128 GB                              ,128 GB                  ,16 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,52 Pulgadas"
B0DQ45564Y ,"219,.00 "    ,"249,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DD7NNBM4 ,"229,.99 "    ,"289,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,256 GB                                  ,DOOGEE                                  ,                     ,720 x 1612 Pixeles              ,                     8 ,"1,6 GHz"                ,90 Hz                       ,DOOGEE    ,256 GB                              ,256 GB                  ,20 GB                                 ,4G             ,"17,41 x 2,07 x 8,12 cm; 269 g"     ,16:9                ,"6,56 Pulgadas"
B0D6GM1GJD ,"57,.99 "     ,"59,99"         ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DKNSPTTS ,"299,.00 "    ,"329,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,32 x 7,59 x 0,79 cm; 190 g"     ,16:9                ,"6,67 Pulgadas"
B09MJQQ5GS ,"378,.00 "    ,No disponible   ,xdr                        ,Snapdragon             ,          2018 ,128         ,                                                ,iOS 15                       ,128 Modificador desconocido             ,Apple Computer                          ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Apple     ,128 GB                              ,128 GB                  ,                                      ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,1 Pulgadas"
B0CNQ7VJ6H ,"872,.03 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,256         ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0CP17MZ5X ,No disponible ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CVQL3L2K ,"374,.58 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"0,82 x 7,74 x 16,11 cm; 320 g"     ,16:9                ,"6,67 Pulgadas"
B0CQYMCG9R ,"200,.86 "    ,"200,86"        ,LCD                        ,Snapdragon             ,          2024 ,12 GB       ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,11 x 7,49 x 0,8 cm; 179 g"      ,16:9                ,"6,67 Pulgadas"
B0CWTPTF51 ,"199,.99 "    ,"1299,00"       ,LCD                        ,MediaTek Helio         ,          2024 ,8 GB        ,                                                ,Android 13.0                 ,16 GB                                   ,OUKITEL                                 ,                     ,720x1600                        ,                     8 ,"1,6 GHz"                ,90 Hz                       ,OUKITEL   ,16 GB                               ,128 GB                  ,16 GB                                 ,4G             ,"17,22 x 8,07 x 1,91 cm; 393 g"     ,16:9                ,"6,52 Pulgadas"
B0D95CMS4W ,"57,.99 "     ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DLG8TGS9 ,"106,.24 "    ,"124,99"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B071HTGC1R ,"55,.00 "     ,"89,99"         ,LCD                        ,Snapdragon             ,          2017 ,16 MB       ,                                                ,No Operating System          ,128 GB                                  ,Nokia                                   ,                     ,240x320                         ,                     8 ,"1,6 GHz"                ,120.                        ,Nokia     ,32 GB                               ,16 GB                   ,32 MB                                 ,GPRS           ,"5,1 x 1,28 x 11,56 cm; 60 g"       ,16:9                ,"6,67 Pulgadas"
B0BTPFDYNM ,"114,.00 "    ,"134,89"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DPFXGKCD ,"199,.99 "    ,"329,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,256 GB                                  ,OSCAL                                   ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,OSCAL     ,2 TB                                ,256 GB                  ,                                      ,5G             ,"16,48 x 7,56 x 0,87 cm; 550 g"     ,2.20:1              ,"6,67 Pulgadas"
B0CNKKTKL7 ,"547,.80 "    ,"1299,00"       ,AMOLED                     ,Snapdragon             ,          2024 ,12 GB       ,                                                ,Android 13.0                 ,512 GB                                  ,Xiaomi                                  ,                     ,2560 x 2712                     ,                     8 ,"2,8 GHz"                ,120 hertz                   ,Xiaomi    ,12 GB                               ,512 GB                  ,12 GB                                 ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,4:3                 ,6.05
B0DR8LQPJT ,"119,.99 "    ,"239,99 "       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,16 GB                                   ,DOOGEE                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 hertz                    ,DOOGEE    ,256 GB                              ,256 GB                  ,6 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,56 Pulgadas"
B0DPHMDQKR ,"257,.98 "    ,"399,00"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0C32PFLF8 ,"112,.22 "    ,"122,01"        ,LCD                        ,Snapdragon             ,          2024 ,128         ,                                                ,Android 14                   ,4 GB                                    ,XIAOMI                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,8 GB                                ,256 GB                  ,8 GB                                  ,4G             ,"0,82 x 7,78 x 17,19 cm; 200 g"     ,16:9                ,6.39
B0D1FQ4J92 ,"149,.99 "    ,"199,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,Android 13.0                 ,4 GB                                    ,Blackview                               ,                     ,                                ,                     8 ,2E+3 MHz                 ,90 Hz                       ,Blackview ,4 GB                                ,128 GB                  ,12 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"4,3 Pulgadas"
B0CGJJZD1P ,"119,.00 "    ,"137,67"        ,LCD                        ,Snapdragon             ,          2023 ,8 GB        ,                                                ,Android                      ,                                        ,Xiaomi                                  ,                     ,1080 x 2400 Pixel               ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,"5,1 GB"                            ,128 GB                  ,4 GB                                  ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,79 Pulgadas"
B0CGVTTZ7B ,"619,.25 "    ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,12 GB       ,OLED                                            ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"0,88 x 7,65 x 16,26 cm; 211 g"     ,16:9                ,"6,67 Pulgadas"
B0DHZ437M8 ,"299,.00 "    ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CV7XZZNG ,"999,.00 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"11,42 x 12,68 x 12,52 cm; 200 g"   ,16:9                ,"6,67 Pulgadas"
B0DD7QC4ZS ,"229,.99 "    ,"289,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,256 GB                                  ,DOOGEE                                  ,                     ,720 x 1612 Pixeles              ,                     8 ,"1,6 GHz"                ,90 Hz                       ,DOOGEE    ,256 GB                              ,256 GB                  ,20 GB                                 ,4G             ,6 x 20 x 28 cm; 269 g               ,16:9                ,"6,56 Pulgadas"
B0D7BNQS2T ,"189,.99 "    ,"239,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,Android 14                   ,16 GB                                   ,DOOGEE                                  ,                     ,1080*2408 Pixeles               ,                     8 ,"1,6 GHz"                ,90 Hz                       ,DOOGEE    ,16 GB                               ,256 GB                  ,6 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,58 Pulgadas"
B0DH22T9X3 ,"92,.95 "     ,"106,94"        ,LCD                        ,Snapdragon             ,          2024 ,4 GB        ,                                                ,Android 14                   ,4 GB                                    ,XIAOMI                                  ,                     ,1280x720                        ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,4 GB                                ,128 GB                  ,4 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,88 Pulgadas"
B0DFPZGYV3 ,"79,.99 "     ,"99,99"         ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,64 GB                                   ,OUKITEL                                 ,                     ,720 x 1600 pixeles              ,                     8 ,"1,6 GHz"                ,60 hertz                    ,OUKITEL   ,64 GB                               ,64 GB                   ,8 GB                                  ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,6 Pulgadas"
B0D2QHF5X4 ,"219,.00 "    ,"1299,00"       ,AMOLED                     ,Core i5                ,          2024 ,8 GB        ,AMOLED                                          ,Android 14                   ,256 GB                                  ,VIVO                                    ,                     ,1080p Full HD                   ,                     8 ,"1,6 GHz"                ,120 Hz                      ,VIVO      ,256 GB                              ,256 GB                  ,8 GB                                  ,5G             ,"16,32 x 7,58 x 0,78 cm; 185,5 g"   ,16:9                ,"6,67 Pulgadas"
B0DJ35H4MF ,"420,.00 "    ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CNQ974BZ ,"899,.00 "    ,"999,00"        ,LCD                        ,Snapdragon             ,          2024 ,256         ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0D9LQ7KD5 ,"149,.99 "    ,"1299,00"       ,AMOLED                     ,Snapdragon             ,          2024 ,8 GB        ,                                                ,"Android 14, HyperOS"        ,8 GB                                    ,Xiaomi                                  ,                     ,1080p Full HD                   ,                     8 ,1.2E+3 MHz               ,90 Hz                       ,Xiaomi    ,8 GB                                ,256 GB                  ,8 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0C53R3TZX ,"280,.00 "    ,"399,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,56 x 7,61 x 0,82 cm; 192 g"     ,16:9                ,"6,67 Pulgadas"
B0DNYQMD8X ,"129,.89 "    ,"149,99"        ,LCD                        ,AMD A Series           ,          2024 ,8 GB        ,                                                ,Androide                     ,8 GB                                    ,Xiaomi                                  ,                     ,                                ,                     8 ,8 GHz                    ,90 Hz                       ,Xiaomi    ,128 GB                              ,256 GB                  ,256 GB                                ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,88 Pulgadas"
B0DKDSXRBS ,"198,.99 "    ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,8 GB                                    ,OPPO                                    ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,OPPO      ,256 GB                              ,8 GB                    ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Centimetros"
B0D2HBMW85 ,"99,.99 "     ,"126,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,Android 14                   ,128 GB                                  ,OUKITEL                                 ,                     ,720x1600                        ,                     8 ,"1,6 GHz"                ,"1,6 GHz"                   ,OUKITEL   ,128 GB                              ,128 GB                  ,18 GB                                 ,4G             ,"16,8 x 7,8 x 0,94 cm; 209 g"       ,16:9                ,"6,8 Pulgadas"
B0CQQ18GQ2 ,"279,.99 "    ,20.01           ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DPHSL9FP ,"218,.59 "    ,"299,00"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0D5CWSQJD ,"129,.99 "    ,"149,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,6 GB                                    ,UMIDIGI                                 ,                     ,720x1600                        ,                     8 ,"1,6 GHz"                ,90 Hz                       ,UMIDIGI   ,6 GB                                ,128 GB                  ,6 GB                                  ,4G             ,"16,7 x 7,7 x 0,79 cm; 390 g"       ,16:9                ,"6,75 Pulgadas"
B0CMRV3KWB ,"107,.97 "    ,"136,24"        ,LCD                        ,Snapdragon             ,          2024 ,6           ,LCD                                             ,Android                      ,128 GB                                  ,Xiaomi                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,128 GB                              ,6 GB                    ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,74 Pulgadas"
B0C5Y53G65 ,"194,.99 "    ,"299,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,50 x 50 x 28 cm; 179 g              ,16:9                ,"6,67 Pulgadas"
B0CN12BMRW ,"199,.00 "    ,9.60            ,LCD                        ,Snapdragon             ,          2024 ,128 GB      ,"AMOLED, Super AMOLED"                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,16 x 3 x 8 cm; 197 g                ,16:9                ,"6,67 Pulgadas"
B0CN12J4Y2 ,"138,.52 "    ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,128 GB      ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,78 x 0,88 x 16,8 cm; 195 g"      ,16:9                ,"6,67 Pulgadas"
B0CQKGMRMM ,"379,.99 "    ,10.00           ,AMOLED                     ,Snapdragon             ,          2024 ,12 GB       ,AMOLED                                          ,Android 13.0                 ,12 GB                                   ,Xiaomi                                  ,                     ,1220x2712                       ,                     8 ,"2,2 GHz"                ,120 Hz                      ,Xiaomi    ,12 GB                               ,512 GB                  ,12 GB                                 ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0D266YCVL ,"155,.08 "    ,"199,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,57 x 7,6 x 0,77 cm; 186 g"      ,16:9                ,"6,67 Pulgadas"
B0DK3R64PY ,"79,.99 "     ,"89,99"         ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14 Go                ,                                        ,Ulefone                                 ,                     ,1280x720                        ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Ulefone   ,32 GB                               ,32 GB                   ,6 GB                                  ,4G             ,"16,32 x 7,52 x 0,87 cm; 250 g"     ,16:9                ,"6,56 Pulgadas"
B0DHZ44FHF ,"299,.00 "    ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DLP55HCZ ,"169,.99 "    ,"219,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,256 GB                                  ,DOOGEE                                  ,                     ,1080p Full HD MP                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,DOOGEE    ,256 GB                              ,256 GB                  ,                                      ,4G             ,"8,12 x 1,58 x 17,4 cm; 326 g"      ,16:9                ,"6,6 Pulgadas"
B0CXPYTGX4 ,"230,.94 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,16 x 7,47 x 0,75 cm; 177 g"     ,16:9                ,"6,67 Pulgadas"
B0D8LH33XB ,"469,.00 "    ,"499,00"        ,LCD                        ,Snapdragon             ,          2024 ,12 GB       ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,26 x 7,5 x 0,8 cm; 199,5 g"     ,16:9                ,"6,67 Pulgadas"
B0DKWVTH6R ,"1.299,.99 "  ,"1.299,99"      ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,38 x 7,68 x 0,89 cm; 228 g"     ,16:9                ,"6,67 Pulgadas"
