product_id,precio_actual,precio_anterior,Potencia nominal de la bateria,Fabricante,Tipo de pantalla,Tecnologia de conectividad,Capacidad de la memoria flash instalada,Componentes incluidos,Numero de modelo del producto,Duracion media de la bateria,Dimensiones del producto,RAM,Frecuencia de actualizacion,Nombre del modelo,Composicion de la pila de la bateria,Numero de procesadores,Marca,Pilas / baterias incluidas,Fabricante del procesador,Resolucion del sensor optico,Resolucion de captura de video,Resolucion efectiva de video,Tipo de conector,Peso del producto,Proveedor de conexion inalambrica,Capacidad de la memoria RAM,Tipo de conexion inalambrica,Color,Tiempo de carga de la bateria (en horas),Tipo de conectividad,Peso de la bateria de litio,Caracteristicas especiales,Carga electrica de la bateria,Velocidad del procesador,Resolucion del escaner,Referencia del fabricante,Resolucion maxima,Conector de audio,Adaptador,Numero de productos,Ranuras de memoria disponibles,Pilas incluidas,Sistema operativo,Resolucion horizontal,Tiempo de carga,Grabador,Numero de producto,Formatos de audio compatibles,Tecnologia de pantalla,Resolucion de la camara web trasera,Resolucion de la camara web frontal,Contiene liquidos,Tipo de memoria del ordenador,Tamano de la pantalla,Ano del modelo,Software incluido,Capacidad de la memoria,OS,Tamano de pantalla,Pilas / baterias necesarias,Compatible con tecnologia Bluetooth,Entrada de interfaz humana,Enfoque automatico,Duracion media de la pila en stand-by,Tamano de la tarjeta de memoria incluida,Capacidad de la memoria RAM instalada,Otras caracteristicas,Tipo de procesador,Capacidad de almacenamiento digital,Transcriptor,Zoom digital,Pilas,Tamano,Fuente de alimentacion,Series,Memoria extraible,Maxima resolucion,Factor de forma,Hora de espera del telefono (con datos),Tecnologia GSM,Otras funciones de la camara,Relacion de aspecto,Modelo
B0DRCX34LQ,"178,.75 ","149,99",5500,Xiaomi,AMOLED,,8 GB,"Eyector de bandeja SIM, Cable USB",Redmi Note 14,,,,,Redmi Note 14,Polimero de Litio,,Xiaomi,No,Mediatek Helio G99 Ultra (6 nm),,,,,200 g,,8 GB,,,,,,,5500 Miliamperios hora (mAh),,,,,,,1,,,Android 12.0,,,,MZB0IKVEU,,,,,,DIMM,"6,67 Pulgadas",2025,,256 GB,,,No,,,,,,,,,8 GB,,,1 Polimero de litio (Tipo de pila necesaria),,,,,,Barra,,4G,,,Redmi Note 14
B0D2HBDDYH,"99,.99 ","129,99",5150,OUKITEL,LCD,,128 GB,"Protector de pantalla, Eyector de bandeja SIM, Adaptador de corriente, Cable USB, Funda del telefono",OUKITEL C51,800 Horas,"16,8 x 7,8 x 0,94 cm; 209 g",,"1,6 GHz",C51,Litio Ion,,OUKITEL,Si,,1080 MP,1080p,1080 Pixeles,"Bluetooth, USB, Wifi",209 g,,,,,,,,,5150 Miliamperios hora (mAh),"1,6 GHz",720 x 1600,,720x1600 Pixeles,,,1,1,,Android 14,,"3,5 Horas",,telephone portable pas cher OUKITEL C51,,LCD,,,,,"6,8 Pulgadas",2024,,128 GB,,,Si,,Pantalla Tactil,,,,18 GB,"Altavoces estereo, Dual SIM, Telefono basico, Always On Display, Memoria expansible",,128 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Pizarra,,4G,,,OUKITEL C51
B0CMGRFD4Y,"145,.99 ","999,99 ",6300,OUKITEL,LCD,,12 GB,"[Caja del telefono, C ble USB, Eyector de bandeja SIM]",OUKITEL WP32,45 Horas,"16,4 x 8,15 x 1,54 cm; 600 g",,60 Hz,,Litio Ion,,OUKITEL,Si,,20 MP,1080p,,Wifi,600 g,,12 GB,,,,,,,6.3E+3 Miliamperios hora (mAh),"1,6 GHz",720 x 1440,,,,,,,,Android 14,,,,wp32,,,,,,,6 Centimetros,2024,,128 GB,,,Si,,Pantalla Tactil,,,,12 GB,"camara frontal, conector jack, Radio, Camera, GPS",,128 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,4:3,OUKITEL WP32
B0CNVFR3RT,"66,.49 ","69,99",4200 Miliamperios hora (mAh),DOOGEE,LCD,,128 GB,,,,"16,5 x 7,6 x 0,91 cm; 187 g",,,N50S,Litio Ion,,DOOGEE,Si,,"8.0, 2.0 MP",720p,,Wifi,187 g,,,,,,,,,4.2E+3 Miliamperios hora (mAh),"2,3 GHz",720 x 1600,,720x1600,,,,1,,Android 13.0,,,,,,,,,,,"6,52 Pulgadas",2024,,128 GB,,,Si,,,,,,9 GB,"camara_frontal, Internet, GPS, camera, Wifi",,9 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,,
B0D1GWYH9X,"89,.73 ","1299,00",5000 Modificador desconocido,,,"wifi, LTE",,,RMX3834,,18 x 9 x 4 cm; 370 g,3 GB,,,,,,,,,,,,370 g,,,,Azul,,,,"Internet, camera",,,720 x 1600,,,,,,,,,,,,,,,,,,,,,,,Android 13.0,,,,Pantalla Tactil,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Barra,,,,,,,,Frontal,,
B0DPN2THGT,"249,.99 ","499,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CTJ14LYK,"339,.99 ","449,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CQRBM82X,"176,.00 ",11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CRF77622,"179,.99 ","249,00",5000 Modificador desconocido,,,"Bluetooth, USB, Wifi",,,0840023260490,,"16,16 x 7,38 x 0,8 cm; 182 g",256 GB,,,,,,,,,,,,182 g,,,,Midnight Blue,,,,camera,,,2400x1080 pixels,,,3.5 mm,,,,,,,,,,,,,,,,,,,,Android 13.0,,,,Pantalla Tactil,,,,,,,,,,"1 AA necesaria(s), incluida(s)",Barra,,,,,,,,"Trasera, Frontal",,
B0DHZ76JGF,"79,.99 ","82,99",5000,realme,LCD,,64 GB,Cable USB,RMX3834,,"16,71 x 7,65 x 0,76 cm; 394 g",,,Note 50,Polimero de Litio,,realme,Si,,,,,"Bluetooth, Wifi",394 g,,,,,,,,,5000 Miliamperios hora (mAh),"1,8 GHz",,,,,,1,,,Android,,,,Note 50,,,,,,,"6,74 Pulgadas",2024,,64 GB,,,Si,,,,,,3 GB,,MediaTek Helio,128 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,,RMX3834
B09MJR5TDJ,"468,.00 ",No disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW91V2LM,"199,.99 ","199,99",6000,Blackview Smartphone Color8(8+256) Blue,LCD,,8 GB,Cable USB,Color 8,,"16,1 x 7,7 x 1,5 cm; 300 g",,,Blackview Smartphone Color8(8+256) Blue,Litio Ion,,Blackview,Si,,,,,4G,300 g,,,,,,,,,,,720 x 1600,,720x1600,,,1,,,Android 13.0,,,,,,,,,,,"6,75 Pulgadas",2024,,256 GB,,,Si,,Pantalla Tactil,,,,,,,8 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Deslizador,,4G,,16:9,Color 8
B0DG6DR296,"134,.99 ","169,90",5160 Miliamperios hora (mAh),,,"Bluetooth, NFC, Wifi",,,MZB0J5WEU,,,,,,,,,,,,,,,370 g,,,,Negro,,,,"Funcion punto de conexion wifi, Funcionalidad internacional, Dual SIM, Compatible con cargadores rapidos",,,,,,,,,,,,,,,,,,,,,,,,,,Xiaomi HyperOS,,,,Pantalla Tactil,,,,,,,,,,"1 A necesaria(s), incluida(s)",Pantalla tactil,,,,,,,,"Trasera, Frontal",,
B08QXQK357,"389,.00 ","399,99",4800 Modificador desconocido,,,"Bluetooth, USB, NFC, Wifi",,,SM-G996BZSDEUB,,"16,15 x 7,56 x 0,78 cm; 304 g",8 GB,,,,,,,,,,,,304 g,,,,Plata,,,,"Grabacion de video 4K, Carga inalambrica, Procesador Octa Core, Sensor de huellas digitales, Resistente al agua",,,1080 x 2400,,,3.5 mm,,,,,,,,,,,AMOLED,,,,,,,,,Android 11.0,,,,Microfono,,,,,,,,,,"1 Polimero de litio necesaria(s), incluida(s)",Deslizador,,,,,,114 horas,,"Trasera, Frontal",,
B09MJTK6HR,"486,.77 ",No disponible,2815,Apple,xdr,,128 Modificador desconocido,"iPhone, Cable de USBC a conector Lightning",MLVA3QL/A-cr,,,,,iPhone,Polimero de Litio,,Apple,Si,,,,,,380 g,,128,,,,,,,,,,,,,,1,,,iOS 15,,,,MLVA3QL/A-cr,,OLED,,,,,"6,1 Pulgadas",,,128 GB,,,Si,,,,,,,,,128 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,,,5G,,,MLVA3QL/A-cr
B0CN11GSWM,"89,.99 ","199,99",20 Vatios hora,DOOGEE,LCD,,8 GB,"Cable tipo C x 1, DOOGEE N50PRO moviles baratos x 1, Pelicula protectora TP (preaplicada) x 1, Cargador x 1, Pin de tarjeta SIM",N50PRO,,"7,62 x 0,91 x 16,58 cm; 193 g",,,N50PRO,Litio Ion,,DOOGEE,Si,,"8.0, 2.0 MP",1080p o superior,,"2G, 3G, 4G, Wifi",193 g,,,,,,,,,4.2E+3 Miliamperios hora (mAh),1.6E+3 MHz,720 x 1600,,720x1600,,,,1,,Android 13.0,,,,,,LCD,,,,,"6,52 Pulgadas",2024,,256 GB,,,Si,,"Pantalla Tactil, Botones",,,,,"20GB de RAM, 5G-WiFi y OTG, Camara AI de 50MP",,,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,Micro SD,,Barra,,4G,,16:9,N50PRO
B0CPXXKH23,"179,.85 ","999,99 ",5000,,,"Bluetooth, NFC, Wifi",,,N6P-Poco M6 Pro,,"16,1 x 7,49 x 0,79 cm; 500 g",12 GB,,,,,,,,,,,,500 g,,,,azul,,,,"camara_frontal, Internet, GPS, camera, Wifi",,,2400 x 1080,,,,,,,,,,,,,,AMOLED,,,,,,,,,Android 13.0,,,,Pantalla Tactil,,,,,,,,,,"1 Polimero de litio necesaria(s), incluida(s)",Barra,,,,,,,,"Camara principal de 64 MP con camara macro con estabilizador optico de la imagen, camara ultra-ancha de 8 MP y camara frontal de 16 MP",,
B09YVLRX8D,"18,.98 ","21,90",800 Miliamperios hora (mAh),,,Bluetooth,,,2328N,,"11,2 x 1,4 x 4,5 cm; 74 g",,,,,,,,,,,,,74 g,,,,Negro,,,,"Texto/Mensajeria, Dual SIM, Compatible con bluetooth, Camara",,,128 x 160 pixels,,,3.5 mm,,,,,,,,,,,LED,,,,,,,,,Nucleus OS,,,,Botones,,,,,,,,,,"1 AA necesaria(s), incluida(s)",Barra,,,,,,,,Trasera,,
B0CNQ89WJN,"899,.00 ","999,00",5000,,,5G,,,,,,256,,,,,,,,,,,,610 g,,,,Gris Titanium,,,,camera,,,1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,Android 14,,,,Pantalla Tactil,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Deslizador,,,,,,,,Trasera,,
B0C6F9Y43N,"126,.00 ","1299,00",5000 Miliamperios hora (mAh),,,"Bluetooth, NFC, Wifi",,,23053RN02Y,,,2,,,,,,,,,,,,200 g,,,,Azul,,,,"Funcion punto de conexion wifi, Funcionalidad internacional, Dual SIM, Compatible con cargadores rapidos, GPS integrado",,,1920 x 1080,,,3.5 mm,,,,,,,,,,,LCD,,,,,,,,,"MIUI 14, Android",18 metros,,,Pantalla Tactil,,,,,,,,,,1 Polimero de litio (Tipo de pila necesaria),Pantalla tactil,,,,,,,,"Trasera, Frontal",,
B0BS1LS9M3,"62,.89 ","16,99",5000 Modificador desconocido,Samsung,AMOLED,,64 GB,Smartphone,SM-A12,11 Horas,,,,Galaxy A12,Litio Ion,,SAMSUNG,No,,,,,"Bluetooth, USB, Wifi",205 g,,4 GB,,,,,,,,"2,3 GHz",720 x 1600,,1080x2400,,,1,,,Android,,,,9907056,,LCD,,,,,"6,5 Pulgadas",2020,,4 GB,,,No,,Pantalla Tactil,,,,4 GB,Camara,,64 GB,,,,,,,,,Barra,,4G,,,SM-A12
B0CWS3RM89,"83,.50 ","87,89",,,,"4G, Wi-Fi",,,MZB0GLBEU,,,,,,,,,,,,,,,310 g,,,,Verde,,,,Dual SIM,,,1920 x 1080,,,3.5 mm,,,,,,,,,,,,,,,,,,,,Android,9 metros,,,Pantalla Tactil,,,,,,,,,,1 AA (Tipo de pila necesaria),Deslizador,,,,,,,,Trasera,,
B0CQ28QJNS,"189,.99 ","199,99",10600 Miliamperios hora (mAh),CUBOT,LCD,,256 GB,,CUBOT Kingkong 8,,,,,CUBOT Kingkong 8,Polimero de Litio,,CUBOT,Si,,48 MP,4K or higher,,"Bluetooth, USB, NFC, Wifi",780 g,,12 GB,,,,,,,1.06E+4 Miliamperios hora (mAh),"1,8 GHz",1600 x 720,,720x1600,,,,,,Android 13.0,,,,VB-CUBOT-KK 8-BLACK,,,,,,,"6,52 Pulgadas",2024,,256 GB,,,Si,,Pantalla Tactil,,,,12 GB,Cuerpo robusto,Snapdragon,256 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,16:9,CUBOT Kingkong 8
B0CBSCBNR7,"185,.19 ","999,99 ",3600 Amperio-hora,,,,,,CPH2565,,"16 x 7,32 x 0,79 cm; 183,5 g",8 GB,,,,,,,,,,,,184 g,,,,Verde agua,,,,"pantalla_OLED, camara_frontal, Internet, camera",,,2400 x 1080 pixels,,,,,,,,,,,,,,"AMOLED, OLED",,,,,,,,,Android 13.0,,,,Pantalla Tactil,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Barra,,,,,,,,"Trasera, Frontal",,
B0CWS285P6,"89,.90 ","87,00",5000,Xiaomi,,,128 GB,,MZB0GL9EU,,,,,Redmi A3,Polimero de Litio,,Xiaomi,No,Mediatek Helio G36 (12 nm),,720p,,5G,310 g,,4 GB,,,,,,,,,1080 x 2400,,,,,,,,Android,,,,MZB0GL9EU,,,,,,DIMM,"6,74 Pulgadas",2024,,4 GB,,,No,,Pantalla Tactil,,,,4 GB,"Dual SIM, 5G, [POSSIBLE] Wireless Charging, [POSSIBLE] USB OTG",,128 GB,,,1 Polimero de litio (Tipo de pila necesaria),,,,,,Smartphone,,5G,,,MZB0GL9EU
B0DG64KMM6,"134,.99 ","169,90",5160 Miliamperios hora (mAh),,,"Bluetooth, NFC, Wifi",,,MZB0J63EU,,,,,,,,,,,,,,,370 g,,,,Dorado,,,,"Funcion punto de conexion wifi, Funcionalidad internacional, Dual SIM, Compatible con cargadores rapidos",,,,,,,,,,,,,,,,,,,,,,,,,,Xiaomi HyperOS,,,,Pantalla Tactil,,,,,,,,,,"1 Polimero de litio necesaria(s), incluida(s)",Pantalla tactil,,,,,,,,"Trasera, Frontal",,
B0CYGJJHFW,"57,.99 ","59,99",3000,Reno4,LCD,,1 GB,"Cable USB, Adaptador de audio",,,,,,Reno4,Litio Ion,,WRTogo,Si,,5 MP,,,"Bluetooth, Wifi",189 g,,,,,,,,,,,1280 x 720,,1280x720,,,20,1,,Android 9.0,,,,,,,,,,,5 Pulgadas,,,16 GB,,,Si,,,,,,1 GB,"Procesador_Quad-Core, GPS",,16 GB,,,"1 Litio Ion necesaria(s), incluida(s)",,,,,,Smartphone,,2G,,,
B0B786BT7Z,"90,.00 ","109,11",,,,Wifi,,,MZB0BFGEU,,"0,8 x 7,6 x 16,3 cm; 500 g",64 GB,,,,,,,,,,,,500 g,,,,Negro,,,,"Capacidad 5G, camara trasera de 48.0 megapixeles",,,2.408 x 1.080 pixeles,,,,,,,,,,,,,,,,,,,,,,,Android (version not specified),,,,Pantalla Tactil,,,,,,,,,,1 Polimero de litio (Tipo de pila necesaria),Barra,,,,,,,,Camara trasera con resolucion de 48 megapixeles,,
B0CVQL4VY3,"269,.00 ","379,00",5000 Miliamperios hora (mAh),,,5G,,,SM-A355F/DSN,,,,,,,,,,,,,,,410 g,,,,Negro,,,,camera,,,1080 x 2400,,,,,,,,,,,,,,Super AMOLED,,,,,,,,,Android 13.0,,,,Pantalla Tactil,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Deslizador,,,,,,,,"Camara trasera de 50MP con gran angular, OIS y VDIS para videos estables y fluidos",,
B08PCD77DV,"245,.00 ","1299,00",4 Modificador desconocido,,,"Bluetooth, USB, NFC, Wifi",,,MJQG3ZD/A,,"14,97 x 8,23 x 2,83 cm; 229 g",128 GB,,,,,,,,,,,,229 g,,,,Blanco,,,,,,,2340 x 1080,,,,,,,,,,,,,,,,,,,,,,,iOS,,,,Pantalla Tactil,,,,,,,,,,1 Litio Ion (Tipo de pila necesaria),Deslizador,,,,,,,,,,
B0DNJZBNRD,"179,.00 ","199,00",5000 Miliamperios hora (mAh),,,4G,,,,,,,,,,,,,,,,,,330 g,,,,Gris,,,,"Multiples camaras, Pantalla Super AMOLED, Always On Display",,,2400 x 1080,,,,,,,,,,,,,,,,,,,,,,,Android 14,,,,Pantalla Tactil,,,,,,,,,,"1 C necesaria(s), incluida(s)",Deslizador,,,,,,,,"Camara principal 50MP, Ultra Gran Angular 5MP, Macro 2MP y Frontal 13MP",,
B0DG2XNT7N,"119,.99 ","239,99 ",4300 Miliamperios hora (mAh),OUKITEL,LCD,,128 GB,"['Cable USB', 'Adaptador USB OTG', 'Adaptador de corriente', 'Eyector de bandeja SIM', 'Caso del telefono', 'Protector de pantalla']",OUKITEL C57 PRO,,,,60 Hz,C57 PRO,Polimero de Litio,,OUKITEL,Si,,13 MP,720p,,"Bluetooth, USB, Wifi",460 g,,,,,,,,,4.3E+3 Miliamperios hora (mAh),,576 x 1280,,1280 x 576,,,,,,Android 14,,,,C57PRO,,,,,,,"6,52 Pulgadas",2024,,128 GB,,,Si,,Pantalla Tactil,,,,16 GB,"4G Dual SIM/Face ID/Fingerprint/OTG/GPS, Nuevo Smartphone Android 14 & Octa-Core Processor, Bateria 4300mAh + Camara 13MP + 5MP, IPS + 6.52"" Pantalla HD, 16GB(4+12) RAM + 128GB ROM/TF 1TB",,128 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,,OUKITEL C57 PRO
B0DQ45564Y,"219,.00 ","249,00",5000 Modificador desconocido,,,,,,A80,,,,,,,,,,,,,,,430 g,,,,PURPLE,,,,"Carga rapida de 45W, Pantalla de 120Hz, IA integrada",,,720 x 1560,,,,,,,,,,,,,,,,,,,,,,,Android 14,,,,Pantalla Tactil,,,,,,,,,,"1 AAAA necesaria(s), incluida(s)",Barra,,,,,,,,Camara trasera triple de 50+2+8 MP,,
B0DD7NNBM4,"229,.99 ","289,99",15500,DOOGEE,LCD,,256 GB,,Fire6 power,,"17,41 x 2,07 x 8,12 cm; 269 g",,90 Hz,Doogee Fire 6 power,Litio Ion,,DOOGEE,Si,,50 MP,1080p,,"Bluetooth, USB, NFC, Wifi",269 g,,,,,,,,,1.55E+4 Miliamperios hora (mAh),,720 x 1612,,720 x 1612 Pixeles,,,,,,Android 14,,,,,,,,,,,"6,56 Pulgadas",2024,,256 GB,,,Si,,,,,,20 GB,,,256 GB,,,"2 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,,Fire6 power
B0D6GM1GJD,"57,.99 ","59,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DKNSPTTS,"299,.00 ","329,00",5000 Modificador desconocido,,,"Bluetooth, USB, NFC, Wifi",,,V40 SE 80W bundle,,"16,32 x 7,59 x 0,79 cm; 190 g",,,,,,,,,,,,,190 g,,,,silver,,,,"Fotografia con IA, Pantalla AMOLED Ultra vision de 120 Hz, Retratos con Aura Light, FlashCharge de 80 W",,,2400 x 1080,,,No hay conector para auriculares,,,,,,,,,,,,,,,,,,,,"FunTouch OS 14, Android 14",,,,Pantalla Tactil,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Pizarra,,,,,,,,Camara trasera de 50 MP con lente gran angular,,
B09MJQQ5GS,"378,.00 ",No disponible,2815,Apple Computer,xdr,,128 Modificador desconocido,"iPhone, Cable de USBC a conector Lightning",,,,,,iPhone,Litio Ion,,Apple,No,,,,,,320 g,,128,,,,,,,,,,MLPF3QL/A-cr,,,,1,,,iOS 15,,,,MLPF3QL/A-cr,,,,,,,"6,1 Pulgadas",2018,,128 GB,,,No,,,,,,,,,128 GB,,,1 Polimero de litio (Tipo de pila necesaria),,,,,,,,5G,,,
B0CNQ7VJ6H,"872,.03 ","1299,00",5000,,,,,,,,,256,,,,,,,,,,,,610 g,,,,Violeta Titanium,,,,camera,,,3840 x 2160,,,,,,,,,,,,,,,,,,,,,,,Android 14,,,,,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Deslizador,,,,,,,,,,
B0CP17MZ5X,No disponible,No disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVQL3L2K,"374,.58 ","1299,00",5000 Miliamperios hora (mAh),,,,,,SM-A556BZKCEUB,,"0,82 x 7,74 x 16,11 cm; 320 g",,,,,,,,,,,,,320 g,,,,BLACK,,,,"Dual SIM, Camara principal de 50 megapixeles con estabilizacion de imagen optica",,,1080 x 2340,,,,,,,,,,,,,,,,,,,,,,,Android 13.0,"16,5 metros",,,Pantalla Tactil,,,,,,,,,,"1 AAA necesaria(s), incluida(s)",Barra,,,,,,,,,,
B0CQYMCG9R,"200,.86 ","200,86",5000,,,"Bluetooth, Wifi",,,MZB0G1GEU,,"16,11 x 7,49 x 0,8 cm; 179 g",12 GB,,,,,,,,,,,,179 g,,,,Negro,,,,"Touchscreen, camera",,,,,,,,,,,,,,,,,AMOLED,,,,,,,,,Android 13.0,,,,Pantalla Tactil,,,,,,,,,,"1 Polimero de litio necesaria(s), incluida(s)",Smartphone,,,,,,,,,,
B0CWTPTF51,"199,.99 ","1299,00",10500,OUKITEL,LCD,,16 GB,,WP36,45 Horas,"17,22 x 8,07 x 1,91 cm; 393 g",,,WP36,Polimero de Litio,,OUKITEL,Si,MediaTek,,1920 x 1080,1080 Pixeles,"2G, 4G",393 g,,,,,,,,,1.06E+4 Miliamperios hora (mAh),,720 x 1600,,720x1600,,,,,,Android 13.0,,,,WP36,,,,,No,,"6,52 Pulgadas",2024,,128 GB,,,Si,,Pantalla Tactil,,,,16 GB,,MediaTek Helio,16 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,16:9,WP36
B0D95CMS4W,"57,.99 ",No disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DLG8TGS9,"106,.24 ","124,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B071HTGC1R,"55,.00 ","89,99",1200,Nokia,LCD,,128 GB,"Nokia 3310, cargador micro USB, guia rapida",MT000735,,"5,1 x 1,28 x 11,56 cm; 60 g",,120.,3310,Litio Ion,,Nokia,Si,MTK 6260C,2 MP,2,,Bluetooth,60 g,,16 MB,,,,,,,,,2,,240x320,,,1,microSD Karte (bis 32 GB),,No Operating System,,,,MT000735,,,,,,,,2017,,16 GB,,,No,Si,Botones,,720 Horas,,32 MB,"USB, Radio, GPS, camera, flash, conector_jack",,32 GB,,,"1 A necesaria(s), incluida(s)",,Operado a mano,,Micro SD,,Barra,,GPRS,,16:9,MT000735
B0BTPFDYNM,"114,.00 ","134,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DPFXGKCD,"199,.99 ","329,99",,OSCAL,LCD,,256 GB,"Cable tipo C * 1, Adaptadores telefonicos espanoles 18W * 1, Manual del usuario * 1, No incluye la tarjeta SIM., OSCAL Tiger 13 Telefono Movil * 1",OSCAL-Tiger 13-BluEU3SLE,,"16,48 x 7,56 x 0,87 cm; 550 g",,,OSCAL Tiger 13 movil,,,OSCAL,Si,,,,,Wifi,550 g,,,,,,,,,,,,,,,,5,,,Android 14,,,,EUGHL25-Tiger 13-Blue,,,,,,,"6,67 Pulgadas",2024,,256 GB,,,Si,,"Pantalla Tactil, Microfono, Botones",,,,,"Smartphone 5G, telefono movil, Telefono basico, Moviles, moviles baratos y buenos",,2 TB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,Micro SD,,,,5G,,2.20:1,OSCAL-Tiger 13-BluEU3SLE
B0CNKKTKL7,"547,.80 ","1299,00",5000,Xiaomi,AMOLED,,512 GB,Adaptador de corriente,MZB0FFSEN,,,,120 hertz,Redmi Note 13,Litio Ion,,Xiaomi,Si,MediaTek,8 MP,4K,,"Bluetooth, USB, Wifi",510 g,,12 GB,,,,,,,,"2,8 GHz",1440 x 2560,,2560 x 2712,,,6,,,Android 13.0,,,,MZB0FFSEN,,,,,,,6.05,2024,,512 GB,,,Si,,Pantalla Tactil,,,,12 GB,"Dual SIM, Compatible con cargadores rapidos",Snapdragon,12 GB,,,"1 Litio Ion necesaria(s), incluida(s)",,,,,,Barra,,5G,,4:3,MZB0FFSEN
B0DR8LQPJT,"119,.99 ","239,99 ",5150 Miliamperios hora (mAh),DOOGEE,LCD,,16 GB,"Funda protectora de TPU x1, Cargador (5 V/2 A) x 1, Cable tipo C x 1, DOOGEE N55PRO Telefono Movil x 1, Pin de tarjeta SIM",N55PRO,,"7,58 x 0,86 x 16,38 cm; 186 g",,90 hertz,N55PRO,Litio Ion,,DOOGEE,Si,,,1080p,,4G,186 g,,,,,,,,,5.15E+3 Miliamperios hora (mAh),,720 x 1612,,,,,,,,Android 14,,,,,,,,,,,"6,56 Pulgadas",2024,,256 GB,,,Si,,"Pantalla Tactil, Botones",,,,6 GB,"Desbloqueo facial, Camara avanzada, Pantalla de alta frecuencia de actualizacion",,256 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,Pila,,Micro SD,,Barra,,4G,,16:9,N55PRO
B0DPHMDQKR,"257,.98 ","399,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0C32PFLF8,"112,.22 ","122,01",18,XIAOMI,LCD,,4 GB,Cable USB,poco c75,,"0,82 x 7,78 x 17,19 cm; 200 g",,,POCO C75,Polimero de Litio,,Xiaomi,Si,Mediatek Helio G81 Ultra (12 nm),,,,USB,200 g,,128,,,,,,,,,720 x 1640,,,,,1,,,Android 14,,,,MZB0I3TEU,,,,,,DIMM,6.39,2024,,256 GB,,,No,,,,,,8 GB,,,8 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Pantalla plegable,,4G,,,poco c75
