_id,Potencia nominal de la bateria,precio_actual,precio_anterior,Capacidad de almacenamiento digital,Marca,Sistema operativo,Tamano de la pantalla,Tipo de pantalla,Ano del modelo,Memoria RAM,Altura (cm),Anchura (cm),Profundidad (cm),Peso (g)
B0CQRT4TSV,4500.0,96.54,114.9,,,,,,,,16.48,7.58,0.92,202.0
B0D4831B2N,1800.0,119.99,119.99,,,,,,,,14.3,6.7,1.56,154.0
B0CVX7S16Z,5000.0,217.0,499.99,,,,,amoled,,,,,,
B0DP9JL5MQ,6500.0,799.0,329.99,,realme,,6.78,oled,,12.0,,,,
B0D1GC8HPX,3600.0,119.0,499.99,,honor,android 13.0,,lcd,2024.0,4.0,,,,
B0D1GB3V2R,5000.0,344.99,499.99,512.0,motorola,androide 14,6.67,oled,2024.0,12.0,16.19,7.31,0.78,175.0
B0BN67SBXK,,44.4,146.99,,luqeeg,android 4.4,4.66,,,,,,,
B0BZ884CZ9,,129.99,139.99,,cubot,android 13.0,6.58,1920 x 1080 pixels,,16.0,16.57,7.58,0.97,490.0
B0D45VFT26,4000.0,1149.0,1329.0,,,,,,,,,,,
B0DP61TSMT,10800.0,279.99,499.99,,doogee,android 14,6.6,lcd,2025.0,,17.85,8.31,1.79,371.0
B0C9TW6KQH,4300.0,799.0,499.99,,,,,amoled,,8.0,50.0,50.0,28.0,172.0
B0C4T4N3Z3,,50.0,,,qubo,android 10.0,2.4,lcd,,32.0,,,,
B0CYCGR52W,5000.0,137.69,499.99,,xiaomi,android 13.0,,lcd,2024.0,8.0,,,,
B0759QPPKN,,27.0,99.99,,hipipooo,kaios,2.5,oled,2019.0,32.0,6.0,3.0,2.0,18.0
B09B11HGMS,,629.99,,,,,,,,8.0,16.6,7.22,0.69,183.0
B0CMJKP1HM,5100.0,286.83,,,,,,amoled,,12.0,,,,
B0CTKQS5XY,,46.99,49.99,,tcl,,,,,,,,,
B0DJL42HZS,5000.0,89.0,499.99,,,,,,,,18.5,9.5,5.0,482.0
B0CK77GJYW,5000.0,167.89,999.99,256.0,motorola,android 13.0,,amoled,2022.0,8.0,16.16,7.38,0.8,180.0
B0DMP72N29,800.0,55.99,,,cocomm,android nucleus version,1.8,lcd,2024.0,32.0,16.2,10.2,8.1,180.0
B0B4F2L38W,5000.0,128.28,499.99,,,,,,,4.0,16.37,7.64,0.78,500.0
B0DRVGLDR9,5110.0,239.81,249.0,,xiaomi,hyper os,6.67,amoled,2025.0,8.0,16.23,7.44,0.84,190.0
B0BJFBW7T5,4000.0,153.13,,,dpofirs,android 12.0,6.7,lcd,,,,,,
B0BVZ62V6Z,5000.0,179.0,499.99,,,,,led,,4.0,16.88,7.64,0.88,192.0
B0BD5RBRCM,,92.42,,,,,,lcd,,1.0,,,,
B07NWR7QYQ,,269.99,,,,,,,,8.0,14.9,7.04,0.78,155.92
B0CLV7XMVC,3000.0,169.99,,,doogee,android 13.0,4.5,lcd,2023.0,,,,,
B0CMBMGNF5,5000.0,141.77,141.77,256.0,xiaomi,android 13.0,6.74,lcd,2024.0,8.0,16.8,7.8,0.81,192.0
B0DLGW384T,5110.0,299.9,349.9,,,,,,,,,,,
B0CXJ21G46,10800.0,259.99,319.99,512.0,doogee,android 14,6.58,lcd,2024.0,20.0,,,,
B0CG2G37LR,5000.0,179.16,179.16,128.0,xiaomi,android,6.58,fhd+,,4.0,,,,
B0CKZ7Z824,5200.0,149.99,179.95,512.0,cubot,android,6.58,ips,2023.0,8.0,16.5,7.6,1.0,217.0
B0DFGHQSXC,5100.0,169.0,179.0,,,,,lcd,,,16.57,7.6,0.77,186.0
B0D7TZX1CS,4700.0,749.0,999.0,,,,,,,,15.28,7.2,0.85,190.0
B07N4TBJCH,800.0,29.99,569.99,,ukuu,kaios,1.8,lcd,,32.0,,,,
B0CW6M11F5,,129.9,499.99,128.0,motorola,android,6.5,lcd,2024.0,4.0,,,,
B01DYN5N06,3000.0,448.96,499.99,,huawei,android,5.2,ips,2016.0,3.0,14.68,7.26,0.75,147.0
B0BD5DKTSV,,112.78,499.99,,bewinner,android 6.0,2.5,lcd,,1.0,,,,
B0DFGG7DM5,5100.0,132.0,159.0,,,,,lcd,,,16.57,7.6,0.77,200.0
B0D5H9TKYC,5150.0,189.99,,,oukitel,android 14,6.8,lcd,2024.0,24.0,,,,
B0C4MKYM4G,,55.22,,,winh,android 10.0,5.0,,,16.0,,,,
B0CXJDX8XY,4404.0,399.0,549.0,,,,,,,,15.2,7.27,0.89,187.0
B0CBL2S1G3,,30.96,,,jectse,,,,,,,,,
B0CX97HDL9,5010.0,140.97,169.99,,,,,,,,16.82,7.55,0.81,195.0
B0B576W915,,69.71,,,elprico,,,,,,,,,
B0DK4NBZWB,,319.0,499.99,,oppo,,6.67,,2024.0,,,,,
B0BCL14B2W,5000.0,154.0,,,samsung,android,6.5,amoled,2022.0,6.0,15.96,7.48,0.81,189.0
B0BW8Q1MBR,5000.0,201.49,201.49,,,,,lcd,,4.0,16.88,7.64,0.88,192.0
B0CC6CYHY6,5000.0,85.65,499.99,,,,,lcd,,4.0,16.15,7.38,0.8,175.0
B09C5VPH9B,,44.32,,,ciciglow,android,4.66,lcd,,4.0,,,,
B00J8OA220,160.0,933.0,54.98,,inmarsat,windows,2.0,lcd,,2.0,25.4,22.86,10.16,318.0
B0DC742WFC,,33.24,999.99,,nokia,android,2.4,,,,12.7,5.4,1.1,87.0
B0B5T56H95,3200.0,62.51,,,goshyda,android 6.0,5.5,,,,,,,
B0CG6M6J58,800.0,21.99,499.99,,ttfone,ttfone,1.8,lcd,2023.0,32.0,11.0,4.9,0.9,180.0
B0CHVBHCFS,5180.0,89.99,,128.0,blackview,android 13.0,6.52,lcd,2024.0,8.0,,,,
B0D8Q8P4TQ,5000.0,149.0,149.0,,,,,,,,16.37,7.54,0.81,186.0
B0C7KT6NGR,5000.0,101.93,499.99,,,,,,,4.0,16.86,7.63,0.82,400.0
B0DG64L8QX,5160.0,129.99,149.9,,,,,,,,,,,
B0CNQ6KY5J,5000.0,799.0,969.0,,,,,,,,,,,
B0CY2QDX4C,5150.0,89.99,129.99,256.0,doogee,android 14,6.56,lcd,2024.0,9.0,16.38,7.58,0.86,186.0
B0B8Z8PDKF,2800.0,59.4,,,zunate,android 6.0,4.66,,,,,,,
B09RMRTHTZ,,57.78,57.78,,,,,lcd,,4.0,10.85,5.8,1.9,128.0
B0CFL7L4QS,1800.0,35.99,54.98,,ukuu,android 10.0,1.8,lcd,,32.0,,,,
B0DDTCYLCP,6300.0,179.99,289.99,256.0,oukitel,android 14 movil,6.0,lcd,2024.0,24.0,16.6,8.1,1.5,268.0
B08XBL4TS9,2200.0,152.69,,,sorandy,android 6.0,5.5,,,1.0,,,,
B0D1BN9LSB,15080.0,349.99,199.99,256.0,blackview,android 13.0,6.7,amoled,2022.0,12.0,18.46,8.56,2.28,516.0
B0C69YZYYJ,800.0,17.0,19.9,,,,,,,,11.6,5.0,1.39,73.0
B0C53BYHZZ,6580.0,123.99,199.99,64.0,blackview,android 14,6.1,lcd,2024.0,12.0,,,,
B0DJ77CWMZ,,64.82,,,bewinner,,3.0,,,16.0,,,,
B0CT8S7NC8,3600.0,95.0,499.99,,,,,lcd,,,16.37,7.5,0.82,250.0
B0DCZ4ZT4Q,6300.0,109.99,199.99,64.0,doogee,android 14,5.5,lcd,2024.0,8.0,,,,
B0DHLK7C6P,,63.54,499.99,,pusokei,basic feature phone os,1.77,,,16.0,,,,
B0CZXSLK4D,5000.0,379.0,499.0,,,,,superamoled,,,12.68,12.52,11.42,340.0
B0CS3VWCC4,5000.0,170.0,999.99,256.0,motorola,android 13.0,6.5,lcd,2024.0,8.0,16.16,7.38,0.8,174.0
B0D5H81PTY,5100.0,79.99,239.99,,cubot,android 13.0,6.56,lcd,2024.0,4.0,,,,
B0DR8Q2TSB,5160.0,79.0,99.0,,xiaomi,android 14,6.81,lcd,,4.0,,,,
B0DKP53482,6000.0,399.99,429.9,,,,,,,,,,,
B0DQTBNBFK,2850.0,64.99,329.99,,xgody,android 14,5.5,lcd,2025.0,16.0,,,,
B0D95Z6BJ2,10600.0,139.99,999.99,64.0,oukitel,android 14,6.52,lcd,2024.0,16.0,,,,
B09DP7YYWX,,139.99,,,ulefone,android 11.0,5.5,amoled,,3.0,15.8,7.75,1.38,235.0
B08FXRH82S,4500.0,369.99,369.99,128.0,samsung,android 10.0,6.7,amoled,2020.0,12.0,16.18,7.37,0.79,188.0
B0D5RDYHSZ,5000.0,78.0,549.0,64.0,motorola,android,6.56,lcd,,2.0,16.35,7.45,0.8,180.0
B0DKT9VD51,,89.99,999.99,,doogee,android 13.0,6.56,lcd,,20.0,,,,
B07NDDDJRN,3400.0,279.99,449.9,,,,,amoled,,8.0,14.9,7.4,0.8,157.0
B08X7C6SLQ,4500.0,861.3,861.3,,oneplus,android 11.0,6.7,lcd,2018.0,8.0,16.32,7.36,0.87,197.0
B0BCKXGDGR,,89.99,89.99,,,,,,,,50.0,50.0,28.0,143.0
B0DL93KNRY,18.0,109.22,120.0,,xiaomi,android 14,,lcd,2024.0,8.0,17.19,7.78,0.82,200.0
B0CJFMQTY5,3.0,79.99,499.99,,zokoe,android 9.0,3.0,lcd,2023.0,3.0,9.4,4.74,1.25,84.0
B0C8SG5ND3,4400.0,179.99,,256.0,ulefone,android 13.0,6.52,amoled,,8.0,16.5,7.64,0.87,184.0
B0CL4VX9CZ,22000.0,295.99,369.99,256.0,ulefone,android 14,6.78,lcd,2023.0,24.0,,,,
B07WDKKP6L,5000.0,143.04,146.99,,,,,,,,16.36,7.56,0.84,185.0
B07NWLZMGJ,,290.0,290.0,,,,,,,8.0,15.7,7.4,0.78,175.0
B0BFDC8S2N,,94.68,,,ciciglow,android,2.5,lcd,,8.0,,,,
B0D2L3S4ZY,5500.0,469.99,499.99,,,,,amoled,,,,,,
B097P2RTJ6,4300.0,339.0,999.99,,,,,amoled,,6.0,159.96,73.76,7.78,175.0
B0DRD6HP66,5500.0,156.97,,,xiaomi,android 12.0,6.67,amoled,,6.0,,,,
B0CKWDPR95,4200.0,119.99,569.99,,doogee,android 13.0,6.52,lcd,2013.0,20.0,16.5,7.62,0.91,430.0
B0CZDDP7QF,2500.0,289.0,499.99,,oneplus,oxygen os,6.7,amoled,2023.0,,,,,
B0D5R9QNJH,5000.0,629.99,899.0,,,,,,,12.0,,,,
B08778JXCT,3500.0,208.55,299.0,,,,,superamoled,,4.0,,,,
B0D3Q96GDL,19.0,179.99,249.99,2048.0,ulefone,android 13.0,6.78,lcd,2024.0,12.0,16.88,7.68,0.88,211.6
B0D72XHQBG,5500.0,449.99,449.99,,,,,,,12.0,,,,
B0DKNKWT9B,5180.0,124.99,499.99,128.0,blackview,android 14,6.56,lcd,2024.0,12.0,,,,
B0CFTRMJHT,4860.0,113.99,146.99,64.0,ulefone,android 14,5.45,lcd,2023.0,8.0,,,,
B0BW41XL4Z,3000.0,380.0,499.99,,,,,,,32.0,50.0,50.0,28.0,182.0
B0DMF4QFR2,5300.0,229.0,499.99,256.0,honor,"magicos 7.2, android 13.0",6.78,amoled,2022.0,8.0,,,,
B0CLR55PGM,5000.0,124.99,499.99,,samsung,android,,amoled,,4.0,,,,
B09688TN93,1400.0,44.95,49.99,,,,,,,,12.13,5.85,1.18,102.0
B08HNWHVQK,4820.0,329.0,329.0,,,,,lcd,,6.0,165.3,76.8,9.0,215.0
B08Z5ZX1XC,2200.0,123.38,,,goshyda,android 6.0,5.45,hd,,1.0,,,,
B0C86M1H8Q,3700.0,1329.0,499.99,,,,,,,,,,,
B0CMX16QF1,2000.0,209.99,54.98,,unihertz,android 13.0,3.0,lcd,2023.0,8.0,9.51,4.96,1.87,116.0
B0BQRRTDZV,4700.0,699.99,699.99,,,,,amoled,,12.0,,,,
B0D5YM61M2,5150.0,149.99,209.99,256.0,doogee,android 14,6.56,lcd,2024.0,16.0,17.27,8.0,1.07,240.0
B0CZTTDTC7,5000.0,225.99,237.0,,,,,amoled,,8.0,18.0,9.0,4.0,200.0
B0BNK71JYH,4480.0,159.99,499.99,128.0,blackview,android 12.0,6.56,amoled,,8.0,16.43,7.61,0.87,193.0
B0D4CGL6ZF,3000.0,59.34,499.99,,mtgud,android 9.0,5.0,lcd,2018.0,1.0,,,,
B0CPPC89D9,5300.0,229.9,999.99,,honor,android 13.0,6.78,amoled,2024.0,8.0,,,,
B0CYJ219D5,5000.0,129.97,129.97,,,,,,,8.0,18.0,9.4,4.0,370.0
B0CFL3VLX7,4860.0,113.99,146.99,64.0,ulefone,android 14,5.45,lcd,2023.0,8.0,,,,
B0DJY6QMJR,11.0,118.99,139.99,256.0,ulefone,android 14,6.75,lcd,2024.0,8.0,16.78,7.74,0.91,320.0
B0CN14MGVF,6300.0,119.99,159.99,128.0,doogee,android 13.0,5.5,lcd,2024.0,8.0,16.25,7.78,1.62,262.0
B00TUXHZTW,800.0,48.67,48.67,128.0,doro,symbian,2.0,lcd,2015.0,16.0,9.1,4.6,1.9,74.0
B0DM5QLHR2,5000.0,84.99,99.99,,umidigi,android 14 go0,6.75,lcd,2024.0,4.0,16.7,7.7,0.79,189.0
B0BWJVRFSJ,5000.0,559.73,499.99,,,,,amoled,,,,,,
B0CXTPFDYC,1000.0,29.99,499.99,,azuiqimeng,android 8.0,1.8,lcd,2024.0,32.0,,,,
B07WGP3R5Z,5000.0,1579.0,,,,,,,,,16.36,7.56,0.84,185.0
B0DCJSVXB8,22000.0,469.98,589.99,512.0,doogee,android 14,6.58,lcd,2024.0,32.0,0.83,0.26,0.18,790.0
B0CD1M3DSD,10600.0,148.99,499.99,256.0,oukitel,android 13.0,6.52,amoled,2024.0,15.0,,,,
B0DQ9MD1K5,6050.0,319.99,329.99,256.0,ulefone,android 14,6.56,amoled,,16.0,17.37,8.2,1.37,305.5
B0CWLWJS5L,,16.59,,,lazmin112,,,oled,20.0,,,,,
B09NRV6WZD,3600.0,688.55,749.99,256.0,samsung,android 11.0,6.8,lcd,2021.0,8.0,16.33,7.79,0.89,228.0
B0BG5YSRXZ,3000.0,55.99,149.99,,hyrich,android 9.0,5.0,lcd,,1.0,,,,
B0CC5TQ2HB,5200.0,219.95,219.95,,,,,lcd,,,,,,
B0DFC9GZHN,4000.0,135.99,149.99,256.0,ulefone,android 14,6.52,lcd,2024.0,6.0,17.3,8.3,1.35,300.0
B07DZXJ4C7,1400.0,28.99,28.99,,artfone,,1.8,lcd,2019.0,24.0,12.21,5.93,1.39,180.0
B07RTBH7P8,3600.0,25.99,39.9,,,,,,,,13.2,9.4,6.3,82.0
B082DN7RVM,3.0,205.99,499.99,,,,,lcd,,12.0,16.8,9.3,6.3,188.0
B0DCP4BDMM,10600.0,319.99,999.99,512.0,cubot,android 14,6.58,lcd,2024.0,24.0,,,,
B09JKL7C8Q,3600.0,689.0,689.0,,,,,,,,,,,
B0DJD45FRF,6000.0,798.9,999.99,,,,,,,,,,,
B0C1FNRGXR,10600.0,109.99,569.99,256.0,fossibot,android 13.0,6.58,lcd,2024.0,7.0,15.5,7.6,2.0,470.0
B0DK4NKK7Y,,289.0,299.0,,oppo,,2.63,,2024.0,,,,,
B0CGHJDG1L,,99.11,499.99,,lazmin112,android 6.0,3.0,lcd,,2.0,,,,
B0B9Q19H2N,,169.0,221.95,128.0,xiaomi,android 12.0,40.55,,2022.0,8.0,50.0,48.0,10.0,173.0
B0CMJKNCQH,5000.0,229.9,229.9,,,,,amoled,,8.0,,,,
B0D5DC933P,5000.0,345.0,449.0,,,,,amoled,,12.0,16.14,7.41,0.75,178.0
B0CP18P9W7,,118.09,,,,,,lcd,,8.0,,,,
B08XJQLBDJ,2200.0,41.48,999.99,,sorandy,android 6.0,5.45,,,1.0,,,,
B0BT8HFMPX,,245.0,256.23,,,,,,,,50.0,50.0,28.0,500.0
B0CNTMLQX4,18.0,84.99,999.99,,blackview,android 13.0,,amoled,2024.0,16.0,,,,
B0DHZZ67HX,4200.0,173.0,179.0,,samsung,android 14,6.7,amoled,2024.0,4.0,16.44,7.79,0.79,200.0
B08HGZGY37,4500.0,270.59,499.99,,,,,,,6.0,,,,
B0CQT26D35,6000.0,839.0,839.0,,nubia,android,6.8,amoled,2024.0,16.0,16.4,7.63,0.88,246.0
B0CMX7TTGW,4200.0,89.99,569.99,,doogee,android 10.0,6.56,,,20.0,,,,
B0DM8LHMNL,5160.0,109.09,999.99,,xiaomi,"android 14, hyperos",6.88,lcd,2024.0,4.0,,,,
B0DJW4XKNW,5000.0,79.99,999.99,,ulefone,android 14,6.56,lcd,2024.0,6.0,16.32,7.52,0.87,192.0
B09775ZTJ5,4250.0,380.0,499.99,,,,,amoled,,8.0,16.05,7.57,0.68,159.0
B0968BDKF2,1400.0,44.95,49.99,,,,,led,,,12.13,5.85,1.18,102.0
B0D7TY4JNF,4650.0,849.0,1099.0,,,,,,,,15.28,7.2,0.86,190.0
B0CSF7B4Q8,22000.0,339.99,399.99,,oukitel,android 13.0,6.6,lcd,2024.0,24.0,17.54,8.4,2.72,970.0
B07WHQDKVP,5000.0,119.0,,,,,,,,,16.36,7.56,0.84,185.0
B0BCFY1QL5,3600.0,168.0,221.53,,,,,amoled,,8.0,15.93,7.37,0.73,250.0
B0DLBD5MSS,900.0,55.99,59.99,,zokoe,,3.0,,,2.0,9.0,4.63,1.05,68.0
B0CGMTH9ZZ,4860.0,119.99,159.99,,ulefone,android 13.0,5.45,amoled,2023.0,3.0,15.72,7.68,1.43,257.0
B0D86CKH5Z,1000.0,48.42,999.99,,cuifati,,2.5,lcd,,16.0,,,,
B0D9P5XJHM,6500.0,199.99,999.99,256.0,oukitel,android 14,6.6,lcd,2024.0,16.0,17.22,8.0,1.24,285.0
B0DPHMH6V1,5000.0,246.75,246.75,,xiaomi,android 14,6.67,amoled,2024.0,,19.0,8.0,0.8,500.0
B0D2HQ626M,11000.0,249.99,325.99,256.0,oukitel,android,6.6,lcd,2024.0,24.0,17.22,8.1,1.49,360.0
B07R1Y57YF,3340.0,199.99,349.0,128.0,huawei,android,,,2019.0,4.0,15.29,7.27,0.74,159.0
B07QZRWJ6D,1.0,198.0,349.0,128.0,huawei,android,6.15,amoled,2019.0,4.0,15.29,7.27,0.74,159.0
B0CHBHVX9K,3000.0,55.99,569.99,128.0,msmga,android 9.0,5.0,lcd,2017.0,1.0,,,,
B0D54D58Q4,6300.0,179.99,569.99,,doogee,android 13.0,5.5,lcd,2024.0,16.0,,,,
B0CL9KJQPY,10800.0,199.49,209.99,,doogee,android 13.0,6.58,lcd,2013.0,12.0,19.3,10.3,5.7,390.0
B09YHKB7DT,1400.0,64.99,64.99,,ttfone,android 10.0,4.0,lcd,2022.0,1.0,12.5,6.5,1.0,195.0
